evt_id,evt_tx_hash,from,accAddress,amount
506,0x6edf48e7513d07ada286c5e91aa5a0eb343d8590d468f431cb2990cba0add3e8,0x0Ae2Be35Bfe08F000a1081e14c9e9653c33a6A7a,dydx1p4gx58x648qy6eem27pdn6xkmalyrrhcjajy57,111.95083927479982
507,0xdf8539fb310016b055c8770e57fe41c00d1acae163040ffd49fbc80ae434cda0,0x2F592759b18EF099c020cC9FE136d6aaF0d3b1d1,dydx1c3rzcj9njpm29uursvtky0sejtc8632qz64nq6,104.1
508,0x849a38e0539c9ea5b900bc69bf7f8b1197555ee94caff6d889a3dc51cdb6599e,0xC80eb81DD7F542EB90c85E0203f91DE95b2e6203,dydx1r8z90v9gw6w4nge7cvzgyc89029ushpek2wct0,509.91868624
509,0x10e2164bf34b6bad29d15867774b7f7b31948a1a4a103f9994e1ea7e47ae9a20,0xEc0865CCACfa26B3bDB14D623Af45418db73CCA8,dydx1wpwsg8ydhmu7c03u27pstz9pgxev7jll70vere,7
510,0xa08040208dd4d96d33d7bdc21a85a44c17a99be5a15a29c7608103e4fa7072e9,0x2a7E86F90215062Ad6AaC678a3586b3bfc73Cd9c,dydx192sxgstgcldtjzfyjhqhsr7xmnq7gxceetd28s,2107.4959599999997
511,0xc39b9e6b86ab810a60e09f170f313b9b9fed9702f860ac716aaf61722b3ebce5,0x1f8231Ef50E99D361B5252A24EC2eC44285367e1,dydx1v9w49rtdpkwxeje8xnx9pnf9z9hyr2e09x6668,133.64126055
512,0x61899008e36df61996675d6f989270724de46dcc1c8741b9d33b0f6a908f48a4,0xBcd1986A55A5A15de9a054da4A57C221bc7466a1,dydx1qzffext02m6st3tgpp3d80g77vn4shkq8fgqwa,2100
513,0x20f9a302cc57bdbda6ecab1b7a0e6290834ff2c0629ec0ed58f3d64f2edc46b9,0x33DBfcEb931E47443b00218526853e73577ccd08,dydx1t26kwwhjdrktnynw6l2aaptkwvgrs5avqzs5q7,4473.4762
514,0xe9bf79d760b2bf83db5878fdd8733aa99c3661b6c7576d4148cf293cedd90abb,0xA876BacAE360632DdB9Df729A51a6524025D2613,dydx16xte0rprul55ndk3vnkm32vsn3peaaxngvphns,11541.005644142111
515,0xcc04b6fdd2541d33b76639c3d9bf952de67d8d6cd03b07f87dbe5721e9d542da,0x79DeDBdEfb15D5E096330741B98d655fDA386Af0,dydx1ml5rty2c37lfsd6mj4etw2csmzy55jy8dx3szj,119.9
516,0xbfba0898ea63dd640f2a18ac49ef951b40598ecbb10cb781f690639b753b6e84,0x69eB16DA29DEEAC170613A1CAcb34227fC15F956,dydx1pwqepyz5fq9s9rdl62kk0k4m2gvapv58g3xcl2,7317.307287823524
517,0xd8a51bbe99a817e2a411cde9d04fb33aac9f16a5ff9472a8806280240c6647b0,0x0CB5D3dC004b0c9E14D13ED9cC94c2fd219223Cb,dydx1963vd2tq5y8pdv8m07cmuadc8xzl7eaf8vh6zz,1
518,0x393e8eea2326bd81d36b0356d97b387ca56d959bbdf02c806e23e20d57cb826e,0xe316C7E6F428e96b6A525bA836DE1EBb2f9B4c15,dydx1xlfw49eta7pfukx693txhxeddvcx0kxwse70g5,129.06949
519,0x672821ab47ded46499a083cce727dfeb46fb1ff21b48e933b553dac7f8ec31ae,0x32a59b87352e980dD6aB1bAF462696D28e63525D,dydx1lxnx2swatgml8vc3785g558luxscm8vkk9qk6h,2530.5462572620954
520,0x14462ad5dbbc249f80e020a738c7dddfc3881f3bdb5a800a84b0e1535a7ec03f,0xDE64Bd25b0A18D4C15db37068D20d3aA16E2CA1D,dydx1w9s7llfrjge0vm95p3lu2j4k4mfvtvk9w4l20j,140.71102467130748
521,0x19d7f90d5c1256c17be7765e4fe97ca0ff9ac3131a2220137ad9067f834f72d7,0xd18ddf26d4DAABFEd824D0452aA38d396c0E8F12,dydx1ehxggtt9h424awu6g0s6u479m2sgwe4qgd892x,30.985565985230448
522,0xab7b06456aa5952e8e314f7978ae6aa184792425bc0152fc67e2bb99783341ae,0x35A2baA533816cb9195fa8eC08aD86F6c3291C8E,dydx1ta6cl4jl5reyass8xlrajt4gv0xtyvge7m8qtg,1255.2863994998959
523,0x0ab1e8539f36fddcaeb2ccdc60ac43409312a411ef1025337c3abc0b179e4de3,0x2910f4d155c8Df5072BEc38f925E4E36Cc0a0215,dydx1h3e8htkfyr68pf0zud8n9stw253s7f39v8ut4x,1.11
524,0xd70c0874dd4b2dd08876d1ac393026ac96035930e50565841af818fa69e139a9,0xC052eCD434bb42E4E8aa1F6Ff9282E626Ab1301F,dydx135epgurrca2zk59gekdkvnqkhv42x9psgt43q9,2273.24307
525,0xe7ae39314150c04272dab1949f429d89cc4e55b504a2167dc4eb974d85c0b0f9,0x174FE560F3d26AEB40A15fF3b90537a1A778b783,dydx1wgpvppvvhx72vw5gpllaukj2jqmaj85c0gcx44,60.86540680317896
526,0x0da58779404756dd9bad34cb6a02bc736faedb1f592710d5d1f35d87c4208897,0x6d6F90E30e8708D615a5cEbFE4A50B7b041DDE99,dydx1zpxlh5zl5evkmrz95ztvu2my76kp3vv3t64xxn,5204.68847679528
527,0xb93d306d86beccf641567b44b60e1b74decaed9a617acdda5d051367a3f9e5b4,0x0A95275919F5C69e0361480446d4ba267bB9f3C4,dydx1x7v8k46aqq2u53azhv3cnvtller6ljrjmg8a3j,375.9003168348998
528,0xd9d641d9a9617f101e90f95158ca33165a76dc8dc84257ff4643f7078ca6fcb7,0x04d18054aF985D8C4E7754267fA02720E2C9B088,dydx1pgamxw340zsv2fgcas0mqglw8tnm44796ayjuf,9970.37030874
529,0xfa72cb73f78286d52fcaa47077928b5998407f09606247bb2ac28fd4eb6622bd,0x4886B528583388f100eA35a3E7fea053233561A2,dydx18ucysyrznkuturasvq5atvn2caj7mp8xpp2avw,2150.48832601
530,0xeec7d34304781321885dd447ad7862ee647d37ca786ac7ff7a6583bb5b216591,0x20A842D5982720BAd8Fd60F34970F57007c480EF,dydx1tqpl52pjhx8x2l2qf5ewcv0m20s0xctg4kw9pe,398
531,0x5e56014fe1992fc06957bfde987a3544fcc10db58286e6041ccf1671503cb352,0x5fB2A7793A08dE719b0b750fb2961F1281D893a5,dydx1tphjg57hfyvppgy43qhgl8awtzx4v6p3znde9u,12028.78311599947
532,0xc9430712ff588bbf4045e3b008b41865b09372386e4f88e29901b32764925cbd,0x2c353c8eb501c861C7030D7EC601319Ed51b8789,dydx1cuqy2cpu0dudj5pwkhmdqvrahf6uhwscsm5afr,31.354797305524116
533,0xb9b74e73b8dfd70e5068ddfdd9b21a35d7cc4960ef312731d1b844ac951c88fa,0xfA6C917c8A573a8444527aB45DA30A8974431138,dydx12xazestvgec4pl2fd0xd8j5u8undd3kd58gc47,10
534,0x4539d290223feaddbe76b238e9af894744a142f03cd12dd9b80ef66dec2b4727,0x2F592759b18EF099c020cC9FE136d6aaF0d3b1d1,dydx1zanzu7jd5jhmgsv9w6rug3zf6zl4lsc7r0fclw,104.0395440671604
535,0xb8288347c6883d46c24d82c9ecd0080f4f8859ed380a2256683e315c7fcd0411,0xa53D21F0979da351101187e1E3Ee17A1a29A0F49,dydx1t9dfvx63de4dey3ffg2vq354677jq2pgejkdhq,31.69595
536,0x69c09364905932d4b2285a4f9c4043ba4368073dfb46063e20c9a6ea16a49661,0x76Deb8e3504EFec99C49B7eE7b8e5de5CFfb70a3,dydx135kj53qtxkmc7xqypl5glxqpztpvyug9ca3tez,809.6302065017829
537,0x94560cd08bb4ddcfb8a63de8fe610f134332e35c39083a847cc00c4ba42c4c56,0x0BbA9956E4DAf62B142228C631AF56a59946291A,dydx1fp7lar7valvpajdxealzhaf5julcpvrlvs7cpf,2779.9827517970543
538,0x722a144e1c1ea3d43b162868104f9511ee76665cb0dc91b3a77924a4e894585a,0x76Deb8e3504EFec99C49B7eE7b8e5de5CFfb70a3,dydx135kj53qtxkmc7xqypl5glxqpztpvyug9ca3tez,51.73947259920621
539,0x4d78cb815c61638097f447a797cb0e438bd81e1e31136f921e3c9c52f43c2a1c,0xE1Ad7535A6ab6Ae9065e649F3B1dA2DBf4C2912e,dydx1x4pa3s2fxxned8plarvuz0zaxp8c0w80nqcyuv,142.95871035686537
540,0x5099d2921c30ac8428c66b1b07c4aaa814220f77d45e3ca471f79ee4b47a9aaf,0xf817560A4454AAD0b884D726e9aA7547Aa14B771,dydx1lucch767n6ykc6n087zxgpxph8xhkrj2rkmeaj,919
541,0xe85eb4428bc8499c8b13e3dc8c383015f55112a3c81ce2938ffdbe5c48437dd1,0x77C8B4188739AAe9aa76F092061e7cd60cf487B7,dydx1yt3agz98k9a8c3lcnynd2scsd3cjga5h2lv2gn,442.0293
542,0x2f799152a6e16f2d3ba25cce4efe6c1ba67a78305c614a6cc0f2ac871e9cdc0e,0xa76C7F20740300505FF26280E4b10873556CF4d0,dydx1secdsk6esp604y5ym6ngym9j38ptywpra9n623,2
543,0x03d1f69ca3dce7b8af4f79ebccf41f66761e95f02e11fbafbdf0cafbf92a476d,0xF162ADC3d03032d2627B2D76403a2B7CB175FbB8,dydx182mzj3c7hg96fsaratn0wt2khgtgxgvlmmj8gf,407.9196
544,0xf18b92e165f7f14baf1a83d0c2254425acfe942c0ec8a8c31748fcb604e0a11d,0x5e95b00EB048bA226e37f5FcBaB2eBd8B530C83b,dydx1tk35p8pa2avq6vglj2p2u6lzfaw06lna8xafm7,9.480149
545,0x2f916cefdbca03dc5004636d4f35cd786d8c514361effa2b435829c2c80cadb0,0xA9b4823ec2718Fb09BD5FC21323B2BE5DD0aDDf6,dydx1tmnh2f4dc65dwdv0kgjxjjacnkwr86cxgh47q2,0.01
546,0x98e6e97d4690cd4207f7acc50d92f732ab08ab01a758491aee70ade0057847e8,0xF396923a852Cb675AA52604ECD6489385dA4b9Cf,dydx1cnrf2z0k06k8wa5lppcdkk9kmz9cgj0zvgtmjk,503.6755
547,0xc6ae1953d0dd0f24863872924c1590e4ea5e1b60a6cbe23da7c618bee9adf967,0x5A257DA2DCd4f3fbaC63c324eFe3914eE1D3DaaA,dydx1pualxwrjreefsj0d33vdms82cht70nskpga4au,1.837758
548,0x53366a6e05790d8b79ce69167dc12c0dd35034d1cec8dbf92dd010235dbba0b0,0x65f7fC5d4ceFE4fD2af6C40B3B8ffD41D9addF78,dydx160dujapj2nkdad54hxa7w0dwn28hw226rxjjm7,720.2479000000001
549,0x6a55efb7074268b0246f92f41ffa95f997e92b39fcc64a05c118a915863d21bd,0xD75153ee8cA409ABa81CaBd4AaF409a8f6A376AE,dydx1tvy2mfg4rtjy3p7ell8n0ddy2qmu8wzc8cfj5w,559.1146721187795
550,0x95d4e179e7997e9c0b760215f00e96e397fb91b30a50e35017d7bc36eb9308d0,0x117a2ccF4a58db5Cbd1476dcfbbbF6A6AE60B3D9,dydx1870vc484c08emcn403qdqfmc9gu6gl6tpju95j,404.78878610281777
551,0xa40a516d2156e8620e438940d5c2752c198b6b17e1b3d8fe3c025629df15bf19,0x65ddA92fa0F82cD39caB0A2C4cDe666dc1251FC8,dydx1ny72jr9wwxhsl87lggnt6hfqa4ee07ssuuwz9c,2
552,0x63e3b13968b251bed715ad8c742d1978cc69e88e815291826cf0cca1189740ba,0x09aD31043b0B939576d5206b064Ca1807C4160Fd,dydx1fq5n8uxjtrazd46wrvwzrzwnwpcypl234mscup,25
553,0x6a932de70934e7cade04912f8b4f683d47a0d1002b592f034ef1f8adcacee510,0x7BF6B08C66f0B576Ed6e338896e8Ff06A5674dFE,dydx1v6fnklkj5av596xrv9sucdvcgk7llhrajksn7t,1832.2671255162422
554,0xdef9bc0c6bc45b7ca03ff20bbc21c40ee9f509e7340adb6bfde53c3fce341eab,0x8A5016858402cB19c3DA59A07b5E188eE7FDC655,dydx107v60j3hqrf93k69nc9u9rdafzw68hfrugwr0w,2556.69555
555,0x6f999bf87e8ea151dd7ee3ec8b6bc59c3339e79ab77e20813966e53d5e51e13a,0x9924ACD69B59cCD26398f3Ea56De561213e10E05,dydx13jw6z8hc98equvz8w0t68p627zu4z7mehad92y,1000.000000668745
556,0x80812701767a183e39077ab45b56e8486896857e08a345505ad79184f2153a68,0x22ACa02De5662cc51D4b11E2CCD4886C9b7Af3F2,dydx1pncwgy4fx6z0xrd9f35zgwkddm28eydtw78um9,199
557,0x2a597d784b46f8e409dd304c387b0f6b668b26c176a110425ef2f47497587e8e,0x2389330e31e4e5B9Dd256A4cbA96A3303513e2Cf,dydx13ak5nclkmcxh5fjfseachdc7df6ljwv5j0nm9j,164.94
558,0x41057e00965a0294a151864fcf0d54bc79033b3700416e0180f5b7d27b70be7b,0xf368735a1c7D95aDAdB12c0323B778Ca75Dc5667,dydx1s7zqmy708qhy4m7j3vrmydj2d0zr4wdfqznqt7,5838.000000000001
559,0xea92849d4f522b54a1b04ea90a092175aa8c4efb22d4599624ca2016c148a467,0x41A3a82f7DDB42e8fB684B7413195c3DBD803415,dydx12xetn6mlg9vg64sy9j3vdqtl623vd5xgwennv5,16200.1722
560,0x88a009cc3f2e781dd04d335bda578d5e8d27627399893cd96a914eae5a8d52c9,0x704332Aa81A7F39fb23182fa47D32C942e28DA13,dydx1qka7tkfv0syx9kldn46wuah0tzda6m6m6q8gzu,1168.73686098
561,0x77167547ce5092db6dba3f68d83a546968a19b09e5a9b32a88eb023e2fda17ae,0xACd36EcA3a1C43877866B4C3C8552254793572d4,dydx1rfxalt0ga6r77dzkkaxdkus45w2r0m4a7w7efs,537.2933798270207
562,0xc024a1f1572b5c442673bb46f613de9c3eef5c1febfb30d18920a7c4b638a91a,0xf1A1602C90D8E510bC583EABb53667e3AFae4b52,dydx18wcpu2gp8dav6pqzuykvydukderajqddxfj6kx,55
563,0xee617429631bff1f689bc544c62d6ccf05ed8e011e10ff979557728b8cc54457,0xFab81e6e7Db33F13AEd70fef762c39808Fb9208f,dydx138r3wf9cr606r0l0de7tk46hz35drlu0gyha7h,1
564,0x643d449465d98e8165f042d36f1fd40b1888a2621897f863996f3c76b518f0e7,0xED3f3bB424F4a3b254DF0D1a51DD4e7BC5f40e66,dydx1grmf25yqqurzsewdazamxy885r5r6rrmw5ujya,1299.4901841800001
565,0x6d4459ec12fe9c92694ba8e6e557a426c56f4089769dab1af06a0b2aef7ae5e8,0x529D4df5Ca02bc0a5aE051C57B6cE6046e0b48b3,dydx1pjttpkz60wamd4he8nxgcjmm4ruve5d8grur37,1000
566,0xd188463bf01db09314363193f1e1fd435ee1af8fbf46d771ea966be2b8935b1a,0xc3218deAeBEC9a0B64451d930f2843EeA759A6df,dydx1prph3zg7h4zj5dkrddkkl3pu37rq20rrrwn84p,10860.30163
567,0xa57e001d20759f9cc87e283a5b30f0b13eab3edaa64b9f944f965dc3d550b310,0x009Ec7D76feBECAbd5c73CB13f6d0FB83e45D450,dydx1hgmt8yw520esgwlawpzq68ngdxe7509vj9v45f,1316.5221071284989
568,0x979304fd4adcb231f4cca76584af86d138037b341b4e8bee0fe936bfd757843f,0x2B9dabf044BC9591ab50a43b2B1f47Bf83dD577B,dydx1lucch767n6ykc6n087zxgpxph8xhkrj2rkmeaj,1505
569,0x8e5cd71b8873ac4f4fa6a4e266669eea2d5d371a3c93cd24fbe9caafa865f1a6,0x2cF3bc994c63df03e3438226CC2E52Ffa980AEe7,dydx16hvsr656882pf9ex5xma57spspsedczsyf6jz2,11.3239758
570,0x42612e10efd4c54d59223847d58fed0ae9adf0c26f1627207b7ccaf56c68e0ae,0x4E5b43C961e9E4E8D07bd330fBdF1eF8dae7b31f,dydx1ar0ynjuyqnt4ujhp8t5v05kmk3y86ws6ghk8sk,10
571,0xa5af117f829d3f97476dda0739784648467427406b77e095684b4eec16dc5ebc,0x75Ce9d9C53f08B96D88f8FD6494d0B664be16878,dydx1hl0jgxre5z0nkyjj07c5vfdy44yk44atsxvg02,26.125812386720735
572,0x32b9484496b37d6cc80389f653bf64f03bb688c241ffff62fbf30b08e1be1209,0x26030A091970347b56Afb47E580EF4779c2F532d,dydx1hcdveum86e88tse4jql2rjssqmhhz4fq9kf7ee,1505.18
573,0xc85c092059a5091ba4b394f85aa506dda848169f11cebb651ca5382b36052ac1,0x05B4CE71ad63198Df32cDC3232d3A22af9f0458E,dydx14hurh4dppfdaa7w4mg7lteemxe7qa9k2tkjvr7,332.13
574,0x9da975764fd1aa47a4a48d3e69c01b031249006af9087db7ba78f1de78b0d2c8,0xB08aC933C54FD54101d9f506F6E054e416b4e3A2,dydx1yr9l85ur3vc6haqd7e7lsyc2tmsjt8e36m82q8,224.36864331494715
575,0x2cf05f66fa396bfd6b3e91b99ccb576264574fa87753b26c7e66d1fa9a33bef6,0x00205fdaC4d4887DE33Df1Ad324F65E8277508A1,dydx1cxnfqtkaxzj0tcy6umcexfttjcchpkplnxsmxh,1003.99359
576,0x3940a8d16067381043ca0bf7ba534735a8db7c4570d122d773348549f80184e5,0x4D6667739Da3BDeC58c0ad3f41Bb617eDc256239,dydx1chc6ncp6nukz65alpllhhxanzawcpjrn9sqw7k,490.260182
577,0x1b56df1c6ad350791c2b53491c9a64853e722d7ae814a7e7163af4702f6e317c,0xF404080E350E2E7A7Ad8E72b6bf5CB3aC8C1Caec,dydx160n4rwm854v06ppkly2pt0zc9rpwlm5y0kyjtc,1768.5575999999999
578,0x49f68630514167ca411b30cb600381121bd28e4212b4a1638578ea5baa8e4bc4,0x2b853735B2Eb576f53d1ddcd6fe25a8D19b4E73E,dydx1g28g0v2akfj524wufha7cpsp8zgdfe3f4cwhyr,1
579,0x24ead5502dcbf96214a56ab2ea3ee264c81c0ecb919ff95acdb7b87d12248b5f,0x4D6667739Da3BDeC58c0ad3f41Bb617eDc256239,dydx1chc6ncp6nukz65alpllhhxanzawcpjrn9sqw7k,10.59
580,0xc1443abdb042d14c03429adabdc9616c48b4aa8a3ceae67f0e273ef020db3bed,0x783828Fb71Aa8Bc3945Ca06C2f05E4010071Ee38,dydx1670dvuv348eynr9lsmdrhqu3g7vpmzx9rvkgcy,859.9923457
581,0x0f597f78262ac930c38ac2b0fcfd3773b63bd6cf3e0a3018afce0fdcb4428f40,0x7f17f452074E929d87e72fC879212198052e1D82,dydx1z29qzgp9pxt69462mk26gyc82k2sdxg2crwr9d,5021
582,0x194589dca7ac320947a8114aac80856767a053376e7f45d6227a03c82860317e,0x467958706760Cf7Fe2c6BC5Ec1bB55892Fc0649C,dydx1lyhlc8mg7msf93eakdszlkgc4jtttdqmt2ek4g,100
583,0x20435a00d9dd34946ca328a754505ee9ab239fb55a6b11302f1390fa72c623e8,0x0e170a52628Cd836059f5f2E6FFb5C1230e10266,dydx1pwv3xn0zpnpyqttekk0v33k5dllzseke39ljex,4000.6726343718874
584,0x252009ae3f50f7562518b06769bdffdc608735c14281bf98701ad05dfd4cbbf3,0x763F81348fa2e2d6aD6629C5a00E4ba3F900d04a,dydx1mwhwf9rqh64ktr8t8xnz37nhg7vvy42ea2vy9g,4426.7678
585,0x6ecab60c5044549102f25f66a276ceb3ceef665071ae5cbb9c3d329512064884,0xE2Eb14F5B5FC6cc6F2dC015cdee113B47aA46773,dydx18607z45z0ldkh2xj3c2hjfq7d2rtfa2ht666mx,16115.266999
586,0x50ec34ef0d08bfbe7632b210a9a6587af22dbd9e8f1ef939cc96c3a7008851a8,0xc7777C1a0Cf7E22c51b44f7CeD65CF2A6b06dc5C,dydx1xyzc3mcm7sgzhfxz750p6qwhzqhlzzhfwcy2ac,700
587,0x2016c4fa904c07710b5968f914f8813c79e8197abcd652969ff47019441cdcc7,0xa960C423ac8Daca3DbA1454c6dF925d170144045,dydx1d0new9u2f80rcmmlw0zftxeh0385c2gwfn2hew,2000
588,0x473193e85f1027b5ac58ef9d23164eab5adb39b7e1de8f1dc0ed256bb00adfd6,0x7a5F3e1eEf70766351d38ce4EB08D854A8E13a5b,dydx1p6kgx5t2da8amkmxxnvuu26fghmz2gzw8ueast,679.05885
589,0x85154f329b37ce6daf56fd35aa101216db51ed9e0c025eb6c4b2e5bf62a0f0db,0x2540909F97AaeDf2a1d8B282E966c16bC13bB0E2,dydx1pqtscceyfl460j3kq2j4ntajkupa5taxe0adzx,10
590,0x7f47e844d5fda9290c59772c7af697e752d6c6991105b466066446a91c09545c,0xf4D5175226e00Bbe54d9D9e0b9fbaa5752bD6ab8,dydx1wxr0e4kt0an9s902cmj7w0a7xq7chpjn0avlky,5
591,0xbffe823a205dfa840feaab03f40c8c30b4adb3edebe9de0f2b34af98d80ba3cd,0xE1BB2bBD0e58DC86e314F855351b0BcC296164Bd,dydx1defy62dgpwg3mchet8e7ym4ekajv3pw540lyfj,5
592,0x4771fabbe0440ce62f10c26ce13be6b45d5087e4e50f6bccb702a0d2fedbc464,0x2654c613bCaB7e75ba4FB27c879A2FCCC23eC108,dydx1h2xus54py525s5srpza75pljfqjm5yn08gea6h,100
593,0xf7186ba19e194301ef042cc7b79318865fb16c8c5138d2c145923c632988d8b3,0x93BD35DCeb28D4BD9E24D63BB9FC03ca6e8c01b7,dydx15ek6hjv65g6jjhc7hvsqyzstwm5ky990skqppn,2934
594,0xcf54608add5916841f14d9125f448ea1cae5275b8bf6bccb1cab511fda372c85,0x0FCDf00dD9892cc882DfcB2269Bbd8c702E16Cbb,dydx10aqxajp39c06vdvxd3v3pqh8j4cwylwdp5nj7r,100
595,0x77d3d8fd8be004d6d59abe0bdf98c0b42e6ea82c5a8f15f39d82c850b61ca54c,0x93BD35DCeb28D4BD9E24D63BB9FC03ca6e8c01b7,dydx1cwhkdnf59gp58637xfvwp57xlr9g26rh9kld4m,5257.999999999999
596,0x3124cf21220f4f25648f26276ad53b6ca5d302169e60d90da3d5b8dab3886981,0x52f913352cab3B2ba71c70dC47FEfc2F8146061C,dydx1kquh48xfw58w5cxmn24fneeq27flnhxdmqaje2,3100.7237971754626
597,0x0f9f4f8a1c158f495730f5ab38095b49b7e9a16d8fc85294e9f893250f13be24,0x54aa721f92fa4B68931e02A2139DB759Aaa2F970,dydx1l8s29sve8035c7arf9rqfx4yvf8vq46szampgg,1080.5710634521072
598,0xb0ee075cbada39d92ffc635810fe4fe930492af741340f591da528e5bcad19d6,0xE40F80618324C814cD444434670a44ba4583aE38,dydx1d9e68e7glce5pehh8qk0gcx9l06tjeh0kr5eg7,793.1644260919544
599,0x0a85586fc585d2788588f0a56ea2e29533e895189243cc9352b4a4cc358224e8,0x5bD99e37d6585513c60172A50cc02626313ABEB0,dydx123mlzdsrhqrdmgf8er6jysy4hsdnhhhe5x6sta,86.82354954
600,0x623cb81e3913f6b9375bc174241037f55ae17e312fd5fea34679b89269f8f5b0,0x16033a8Ebe3803056e40ccb3720f02440b2422B0,dydx182tc92a4n67a83tttpc3q368l228pzhk853n26,1017.3635493643008
601,0x3e421b957ecc31674ee95e5cd39a8a3a66bc2e94041e811be96a93dbcc13358b,0xA6A97c1e6f99C64579d2E576c0C3af4304EE314d,dydx1hyd9renvqk7n8cv57yxx4w4rj8lhjtuetmuyvc,253.29144799481168
602,0x61e4e91873858b018814f2ef3945e75189aafc25ef187abbf73061aaa91a2977,0xDD0CDAD7A749cc0837e5d231C9d07766b96A25e9,dydx1kjr2ahuv0v93rk2v5fu0vqax9k80szmv4v2adu,499.58394509000004
603,0xa52cdb63a204d8c13eaaf63d9715e818a99d70d0a611145f42669673286603c5,0x6F6526e587A598Ca52f0Dfe7DBa3B71b2132eC08,dydx1drms722pd48lgzc43kmzhktryvw2yavkaevfec,100
604,0x3e8fe464fec4f12bbc2af62d541c923837839aeab8b98f3170a1eabffb6de651,0x68BEDE1d0bc6BE6d215f8f8Ee4ee8F9faB97fE7a,dydx1yp9evkz4mggry8fz7hnltsmz79uvahlyhkxxgl,1
605,0x8c59e8b979f50e4f317c6e2e69929d6bd2e0645ade4a5d439027f2e40bc4ab68,0xe523Fc253BcdEA8373E030ee66e00c6864776d70,dydx1uv6rpvjay3vtv2r08u2kfnu7wafv2cfmzlugyd,1
606,0x81033a2dbf912c2f6a9364c19d28c03c1ba83e096d5f07e5dbacf9ee1e8aa72e,0xd8191Cc70094DF109B0b38B782f0Ef1C1b9ACC99,dydx1yr8hrfvvw3rkzqpxv7t3tfxhpwh4rs66q8atch,590.9334658875034
607,0x291fc85827b8f91f0e3d62a90f2e2a05d66b3c1ae1a66f146fe119d1a2a39c73,0x4C792f11D84Fa399e23721DcB20a17f042CBcF44,dydx1mc8x6etdnnxa95upmw4scccdynzquyaje424af,5000
608,0x3e5105ad8e301eb760f79673774e3e49ccf086e2ddbb654d59e1f7c84a0d0aa6,0xCC4d0f0F88Ae6B6A3340a1dB5CBf660893b7AFfA,dydx1fna0k8jekrlzwc03ug6tnjmjw04kjjhlnanzh7,1894.4906
609,0xd824c1c4d23abdd81bbfb60a4791ca6b524bd3e68d388602f9becdacfa0f28fc,0xe523Fc253BcdEA8373E030ee66e00c6864776d70,dydx1hjq9qxcvs2ds3udf0qvhgj0jmhef5xprlndhk5,1
610,0x355998f5763b04930bd277c41610d47632d870f40157ca4a88c230dede4b73ed,0x68BEDE1d0bc6BE6d215f8f8Ee4ee8F9faB97fE7a,dydx1kf4rstx4cw90z20pfc4x93y7393rjdr6mdeuyf,1
611,0xd8f63853ecf7278cf30b78368776ffae31e672b2e92e91f31e4ae385335487e3,0x9D60381b2f1B11AC4F63CDe74D9C36A946058527,dydx1ual9rgrxqktjxca8guj8pe6ylx8fcq3m7jtw3d,9429.86
612,0x1ba80063a53e5f96140db658a45267176fb2a183f618af2d8ee1751158100a11,0x6C9b278cE093E2e9e6326834E2211273eB6D3155,dydx19aulw5m9p7ehvw9lza6v0cs9t5p968sfv4z3qg,342.0307
613,0x3bbaa359580368ddb70cdb94b38601fef9db7eda64b9a418bba7c510b2301627,0x3f6df9F528Db4cDa10c369561b8525B86bAfc89C,dydx16mvc60ccp52qe82lev2vju4rq3a7ch83xa5k3p,1689.855326
614,0x674870f6c551e035ea476d121130f09ba6b3277dd0f7835421720cb200cba465,0xC6B193553Bdb0d2612dF9F6cc0B4667157a69627,dydx1emv4j4j4es86aauuw46tv8kwrl3mz82saz9u8a,135.15186705810893
615,0x3e302aaeb3221d0f34b65ff1dbdc5371a88cf768adb9d5164da70477db12fc5d,0xFe26832d3580E0ADe4813F9e60E7C17b45E92cBa,dydx135nvkx9auknycxqfdvxl44g9psp9eyx8q6rj8f,250.3
616,0xedccc9558a24fa56dabcfadd98d9311c92fc01d482626d4be88c41de37c36baa,0xd7C6b904bA79b1A2d7E505Db8FCff6c30D28b097,dydx1uc3k33pga5wwpw2xwhz34cvxtttdemnldwte8k,120
617,0x3f8d42520f31d8bac70abd2531ff6f20d63c14fb3f6c868f032b0a00e4c66ea2,0xDb075Cd678473dDD6D213DA85c44462F89744342,dydx1yz2lzxwelxpsjpe26t45rrpm6jeg44eldgzp7w,609
618,0x70b1b3d792137674ecd05b9dab3bf455bfb5a89c32a65f37e2b12cbcd46b4729,0x47fF49e729A36560c53125223Cd4aa453C53E5c4,dydx1psha7k07meue9arj0u03n8zl2vxlgm2mekmz3l,997.1831
619,0xe2b7fb3bdf74fdc2ef1bdd531c16bdd0675b5edf33e6fc85bdb788c7fbef87e9,0xB933AEe47C438f22DE0747D57fc239FE37878Dd1,dydx17tecxwpqxpe7egk7rpqyte9ffwhyrwtghyrk4n,10099.999999999998
620,0xff6ec82fa3efcc1222a6ee974f030e466e71748a7a8f13b132965f9777126d9d,0x6F7f5b885A483b91917a0D84eBd6312455211bCE,dydx1ahsyjqwjcst72y3042m6wqjcrdqt49cxxck8e3,1000.0348
621,0x4b2a0f1d662c3725892b7a7dfe01926b15d558555fc654bc649e3443277ba46b,0x5b1695C4d728cFd67B0Ae9379bd24351b8A7F600,dydx1ru08v7ezs0zr2s3rwmfs90fc66xmezcc4ffk0k,334.95768523000004
